epoch;acc;loss;val_acc;val_loss
40;0.7705000013113021;0.5028567713499069;0.7809999996423721;0.4576456415653229
41;0.7509999990463256;0.5022223687171936;0.7229999995231629;0.5360595783591271
42;0.7495000004768372;0.4954609552025795;0.7669999992847443;0.47072356700897217
43;0.7599999988079071;0.48621617168188097;0.7540000021457672;0.48577203005552294
44;0.7679999995231629;0.4775216233730316;0.7410000026226043;0.4914327955245972
45;0.7635000020265579;0.49230851620435717;0.782000002861023;0.4560935127735138
46;0.7640000039339065;0.49075519502162934;0.789000004529953;0.45640205025672914
47;0.7630000030994415;0.4914538899064064;0.7399999988079071;0.4934321969747543
48;0.7545000010728836;0.4962520563602448;0.7709999990463257;0.4760553514957428
49;0.7620000013709068;0.4845621055364609;0.7969999992847443;0.4385945150256157
50;0.76;0.4829350358247757;0.7589999973773957;0.47891402274370193
51;0.7740000015497208;0.47265410333871843;0.7539999985694885;0.48877360254526137
52;0.7610000032186508;0.48777277052402496;0.7690000009536743;0.48326673299074174
53;0.7604999998211861;0.4844818963110447;0.7730000007152558;0.4697669893503189
54;0.7784999990463257;0.46780958443880083;0.7790000009536743;0.47049764752388
55;0.7725000005960464;0.48128003895282745;0.7850000011920929;0.47046338856220243
56;0.7790000009536743;0.4570496425032616;0.7860000038146973;0.45218605667352674
57;0.7820000022649765;0.4582679028809071;0.777999997138977;0.46778198271989824
58;0.7770000022649765;0.46271913111209867;0.7859999978542328;0.46462612807750703
59;0.7835000026226043;0.4553706681728363;0.8010000014305114;0.42629855781793596
60;0.7765000015497208;0.45775778725743294;0.7750000011920929;0.465991770029068
61;0.7825000017881394;0.46024949550628663;0.7940000033378601;0.44240054666996004
62;0.78;0.4592188872396946;0.7920000040531159;0.44431275099515916
63;0.7785000020265579;0.45079537615180015;0.7789999997615814;0.45077733814716336
64;0.7715000009536743;0.4632705347239971;0.7740000009536743;0.4925269451737404
65;0.7945000004768371;0.4393063022196293;0.7599999976158142;0.48396178722381594
66;0.7735000020265579;0.4665099814534187;0.7939999973773957;0.43678231567144393
67;0.7880000001192093;0.4525896082818508;0.7790000057220459;0.4591022351384163
68;0.7825000005960464;0.45749660447239876;0.7920000028610229;0.4320864951610565
69;0.7955000048875809;0.44369407936930655;0.772999997138977;0.4923663917183876
70;0.7955000001192093;0.4354899837076664;0.7600000023841857;0.5059430918097496
71;0.7804999995231628;0.4587514726817608;0.7869999980926514;0.43553020477294924
72;0.8035000026226043;0.4294309152662754;0.7869999980926514;0.4413238963484764
73;0.8094999998807907;0.41969091311097145;0.7889999997615814;0.4549013328552246
74;0.7985000026226043;0.43933583199977877;0.7930000066757202;0.44161091685295106
75;0.8025000029802323;0.4318635781109333;0.7970000040531159;0.452792221903801
76;0.8030000025033951;0.4275124889612198;0.7860000026226044;0.4592993527650833
77;0.8120000010728836;0.42850794523954394;0.7900000023841858;0.4667614769935608
78;0.7835000020265579;0.4419490034878254;0.7980000019073487;0.4388362818956375
79;0.7955000019073486;0.4300118568539619;0.7460000050067902;0.5431799685955048
80;0.8080000013113022;0.43267999798059464;0.7940000009536743;0.4385079982876778
81;0.8230000019073487;0.4140658129751682;0.8060000038146973;0.4156319212913513
82;0.7934999996423722;0.4291214169561863;0.7690000009536743;0.48949834823608396
83;0.8094999980926514;0.41270831748843195;0.7879999995231628;0.4520606860518456
84;0.80700000166893;0.4267619799077511;0.7970000040531159;0.45557214349508285
85;0.8109999990463257;0.4167663565278053;0.8059999978542328;0.4198173320293426
86;0.8155000007152557;0.4065195153653622;0.795;0.46608295500278474
87;0.8224999994039536;0.3998205640912056;0.7990000021457672;0.4356179019808769
88;0.8175000029802323;0.40097310930490493;0.7820000040531159;0.49032989889383316
89;0.8164999997615814;0.4140927869081497;0.784000004529953;0.5096158158779144
90;0.8149999994039535;0.4088877152651548;0.8180000007152557;0.40671330869197847
91;0.8130000025033951;0.3943815313279629;0.8139999997615814;0.4376027113199234
92;0.8190000015497207;0.3945743726193905;0.8110000026226044;0.43702101975679397
93;0.8215000021457672;0.39995076224207876;0.7730000019073486;0.5265254244208336
94;0.8175000041723252;0.394645664691925;0.8030000019073487;0.4386160519719124
95;0.8165000033378601;0.4116502013802528;0.7969999969005584;0.4399084901809692
96;0.8215000003576278;0.3791095474362373;0.7939999961853027;0.4680971160531044
97;0.8220000016689301;0.393513196259737;0.7899999964237213;0.46158828437328336
98;0.8340000003576279;0.3814505825936794;0.8069999980926513;0.43281822264194486
99;0.8275000005960464;0.39126289650797846;0.8130000019073487;0.4301824259757996
