epoch;acc;loss;val_acc;val_loss
0;0.533500000834465;0.6905824679136277;0.5250000023841858;0.6818905746936799
0;0.5095000016689301;0.6963648402690887;0.5430000013113022;0.6856167876720428
1;0.5230000020563602;0.6906421077251435;0.5859999996423721;0.6754449844360352
2;0.5829999998211861;0.678690430521965;0.6260000050067902;0.65684814453125
3;0.6029999995231629;0.6606267711520195;0.6010000020265579;0.6531046235561371
4;0.5980000016093254;0.6551603239774704;0.6330000030994415;0.6317230731248855
5;0.6275000020861625;0.6377909380197525;0.6200000011920929;0.6363096415996552
6;0.6475000008940697;0.6316484874486923;0.6809999978542328;0.5972081506252289
7;0.6485000020265579;0.6176121544837951;0.6459999990463257;0.6240731626749039
8;0.6704999989271164;0.6064852645993233;0.6770000058412552;0.5838239163160324
9;0.6699999994039536;0.5987964048981667;0.6639999961853027;0.6057602322101593
10;0.675999999344349;0.6041622090339661;0.6729999995231628;0.5978012919425965
11;0.6789999997615814;0.5954140758514405;0.6980000001192093;0.5649649804830551
12;0.6809999984502793;0.5894458273053169;0.6969999992847442;0.5710379964113236
13;0.6905000016093255;0.5867304417490959;0.7229999995231629;0.5422077918052673
14;0.6689999988675117;0.5958756837248802;0.7239999973773956;0.5464947307109833
15;0.6935000017285347;0.5776893758773803;0.725;0.5366058826446534
16;0.709499997496605;0.5551247596740723;0.7099999994039535;0.5607118916511535
17;0.6965000030398368;0.564047971367836;0.727000002861023;0.5274551862478256
18;0.7174999988079072;0.5512833592295646;0.7119999957084656;0.5541682505607605
19;0.7055000013113022;0.5580531567335129;0.7330000007152557;0.5280761414766312
20;0.7005000001192093;0.5645729532837868;0.7340000033378601;0.5119648045301437
21;0.7099999994039535;0.5580419418215752;0.7139999973773956;0.5497825175523758
22;0.7215000003576278;0.5496925076842308;0.7159999990463257;0.5489277362823486
23;0.7129999974370003;0.5517938366532326;0.7309999978542328;0.5099500828981399
24;0.7220000016689301;0.5477065593004227;0.7419999945163727;0.515437154173851
25;0.7169999986886978;0.5420001474022865;0.7199999988079071;0.5309680700302124
26;0.7179999977350235;0.5479031929373741;0.7340000021457672;0.5312691515684128
27;0.7354999992251396;0.5199829533696174;0.747999997138977;0.49399329006671905
28;0.7325000017881393;0.5339494198560715;0.7369999980926514;0.5220775538682938
29;0.730999998152256;0.5295313021540642;0.7549999988079071;0.47440864741802213
30;0.7349999994039536;0.5222223260998726;0.7550000047683716;0.5045595693588257
31;0.7284999987483025;0.5299333354830742;0.7739999997615814;0.4774211424589157
32;0.7330000019073486;0.5167500460147858;0.7539999997615814;0.4883036524057388
33;0.7390000033378601;0.5185966652631759;0.7580000019073486;0.48635086059570315
34;0.7395000004768372;0.5219429606199264;0.7629999995231629;0.4755639439821243
35;0.7559999996423721;0.5090662735700607;0.7679999995231629;0.4770148915052414
36;0.7375000011920929;0.5192914980649949;0.77200000166893;0.4709075900912285
37;0.736499999165535;0.512495619058609;0.7510000026226044;0.49662966847419737
38;0.7479999995231629;0.5020276209712029;0.7620000010728836;0.48905001282691957
39;0.7400000005960464;0.5208956786990165;0.7790000009536743;0.46182447135448457
